mal_id,title,title_english,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,synopsis,year,genres,studios,url
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,TV,Manga,10.0,Finished Airing,False,PG-13 - Teens 13 or older,8.77,868098,42.0,117,1316896,15969,"After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.

Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.

[Written by MAL Rewrite]",2016.0,Sports,Production I.G,https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
199,Sen to Chihiro no Kamikakushi,Spirited Away,Movie,Original,1.0,Finished Airing,False,PG - Children,8.77,1402968,43.0,44,2012734,34953,"Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.

Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.

[Written by MAL Rewrite]",,"Adventure, Award Winning, Fantasy",Studio Ghibli,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
48583,Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,TV,Manga,12.0,Finished Airing,False,R - 17+ (violence & profanity),8.77,916552,44.0,92,1534424,32211,"Turning against his former allies and enemies alike, Eren Yeager sets a disastrous plan in motion. Under the guidance of the Beast Titan, Zeke, Eren takes extreme measures to end the ancient conflict between Marley and Eldia—but his true intentions remain a mystery. Delving deep into his family's past, Eren fights to control his own destiny.

Meanwhile, the long-feuding nations of Marley and Eldia utilize both soldiers and Titans in a brutal race to eliminate the other. Reiner Braun uses his own powers in a desperate bid to hold off Eren's own militaristic force, and his fellow Eldians—children Falco Grice and Gabi Braun—struggle to survive in the unfolding chaos.

Elsewhere, Eren's childhood friends Mikasa Ackerman and Armin Arlert remain imprisoned alongside Eren's former Survey Corps companions, all disturbed by Eren's monstrous transformation. Under the blind belief that Eren still secretly harbors good intentions, Mikasa and the others enter the fray in an attempt to save their friend's very soul.

[Written by MAL Rewrite]",2022.0,"Action, Drama, Suspense",MAPPA,https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2
60489,Takopii no Genzai,Takopi's Original Sin,ONA,Manga,6.0,Finished Airing,False,R - 17+ (violence & profanity),8.76,160890,45.0,939,292240,6138,"A squid-like creature, known as a Happian, leaves his home planet with the desire to spread happiness across the universe. He lands on Earth, but quickly finds himself in danger of captivity by its inhabitants. Fortunately, he is found by an unsmiling little girl named Shizuka Kuze, who feeds him and names him Takopii. Feeling indebted, Takopii decides to do everything in his power to bring a smile to her face.

The task is easier said than done, however. Shizuka is bullied by her classmates, she does not have a father, and her mother is never home—though the gravity of these issues flies over the naive Takopii's head. Even so, Shizuka does have one source of happiness: her dog Chappy. The connection Shizuka and Chappy share only increases Takopii's desire to make the girl smile.

While Takopii's attempts to lift Shizuka's spirits lead to unintended consequences, he is determined to take things into his own tentacles, test his understanding of human beings, and achieve his goal of spreading happiness.

[Written by MAL Rewrite]",,"Drama, Sci-Fi",Enishiya,https://myanimelist.net/anime/60489/Takopii_no_Genzai
17074,Monogatari Series: Second Season,Monogatari Series: Second Season,TV,Light novel,26.0,Finished Airing,False,R - 17+ (violence & profanity),8.76,378454,46.0,326,714864,24261,"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cute admirer Nadeko Sengoku; and Hitagi Senjougahara, Koyomi's eclectic girlfriend.

A new semester has begun and with graduation looming over Koyomi, he must quickly decide the paths he will walk, as well as the relationships he will form and friends that he will save. But as strange events begin to unfold, Koyomi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she quickly finds she must fend for herself.

[Written by MAL Rewrite]",2013.0,"Comedy, Mystery, Romance, Supernatural",Shaft,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season
1,Cowboy Bebop,Cowboy Bebop,TV,Original,26.0,Finished Airing,False,R - 17+ (violence & profanity),8.75,1052474,47.0,42,2037770,89098,"Crime is timeless. By the year 2071, humanity has expanded across the galaxy, filling the surface of other planets with settlements like those on Earth. These new societies are plagued by murder, drug use, and theft, and intergalactic outlaws are hunted by a growing number of tough bounty hunters.

Spike Spiegel and Jet Black pursue criminals throughout space to make a humble living. Beneath his goofy and aloof demeanor, Spike is haunted by the weight of his violent past. Meanwhile, Jet manages his own troubled memories while taking care of Spike and the Bebop, their ship. The duo is joined by the beautiful con artist Faye Valentine, odd child Edward Wong Hau Pepelu Tivrusky IV, and Ein, a bioengineered Welsh corgi.

While developing bonds and working to catch a colorful cast of criminals, the Bebop crew's lives are disrupted by a menace from Spike's past. As a rival's maniacal plot continues to unravel, Spike must choose between life with his newfound family or revenge for his old wounds.

[Written by MAL Rewrite]",1998.0,"Action, Award Winning, Sci-Fi",Sunrise,https://myanimelist.net/anime/1/Cowboy_Bebop
60098,Boku no Hero Academia: Final Season,My Hero Academia Final Season,TV,Manga,11.0,Finished Airing,False,PG-13 - Teens 13 or older,8.73,137508,49.0,994,279531,2644,"The final stages of an all-out war between heroes and villains unfold as the world watches its symbols of peace and destruction collide. When All Might is critically injured, global fear takes hold as the fate of society hangs in the balance, and the threat of All For One and Tomura Shigaraki makes it clear that the conflict is far from over.

As hope begins to fade, Izuku ""Deku"" Midoriya stands at the forefront, refusing to let the war end in despair. Pushed beyond his limits and supported by Katsuki Bakugou and other heroes fighting beside him, Deku becomes the central force opposing collapse. The conflict becomes a defining turning point for society—one where the future will be entrusted to the victorious side.

[Written by MAL Rewrite]",2025.0,Action,Bones Film,https://myanimelist.net/anime/60098/Boku_no_Hero_Academia__Final_Season
53223,Kingdom 5th Season,Kingdom Season 5,TV,Manga,13.0,Finished Airing,False,R - 17+ (violence & profanity),8.73,27697,51.0,3179,60806,617,Fifth season of Kingdom.,2024.0,Action,"Studio Pierrot, Studio Signpost",https://myanimelist.net/anime/53223/Kingdom_5th_Season
47917,Bocchi the Rock!,Bocchi the Rock!,TV,4-koma manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.73,467456,48.0,294,772770,36103,"Yearning to make friends and perform live with a band, lonely and socially anxious Hitori ""Bocchi"" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate—the cool bassist Ryou Yamada.

Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days.

[Written by MAL Rewrite]",2022.0,Comedy,CloverWorks,https://myanimelist.net/anime/47917/Bocchi_the_Rock
50160,Kingdom 4th Season,Kingdom Season 4,TV,Manga,26.0,Finished Airing,False,R - 17+ (violence & profanity),8.73,39918,50.0,2544,88674,1195,"Following the conclusion of the large-scale coalition campaign, the entirety of China is in a state of economic recovery. The victor of the battle, the state of Qin, is no different. There, the political parties led by Ying Zheng and Buwei Lü continue their inner conflict. Having played the role of king in the coalition battle, Zheng has the trust of the people—but Lü is far from out of the fight. In 18 months, he plans to interrupt Zheng's coming-of-age ceremony.

Meanwhile, a Zhao army numbering 20,000 troops has set out toward Qin. In the royal court, due to the lack of generals capable of responding to the incoming threat, Lü slyly suggests that Zheng take command. However, Cheng Jiao, Zheng's half-brother, volunteers instead. As they grew to trust each other during the coalition battle, Zheng now accepts Jiao as his replacement.

However, the Zhao forces retreat a mere half-day after clashing with Jiao's army. With trouble quickly brewing in the shadows, the internal struggle of Qin is only complicated further. There are only two men Zheng feels he can rely on: Bi, a general who commands 30,000 men; and Xin, the leader of the Fei Xin force.

[Written by MAL Rewrite]",2022.0,Action,"Studio Pierrot, Studio Signpost",https://myanimelist.net/anime/50160/Kingdom_4th_Season
21,One Piece,One Piece,TV,Manga,,Currently Airing,True,PG-13 - Teens 13 or older,8.73,1508303,52.0,17,2643713,249284,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it.

The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many.

As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure.

[Written by MAL Rewrite]",1999.0,"Action, Adventure, Fantasy",Toei Animation,https://myanimelist.net/anime/21/One_Piece
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War -The First Kiss That Never Ends-,Movie,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.72,210857,53.0,731,371283,2320,"After their first kiss, Kaguya Shinomiya and Miyuki Shirogane are left unsure where their relationship stands. The troubling uncertainty of whether they could be considered an official couple unleashes newfound problems as both Kaguya and Shirogane struggle to sort out their feelings.

While the lovestruck student council officers fret, the Christmas season rolls around, and romance is in the air. In the face of widespread tenderness, Kaguya and Shirogane must endure their affectionate battle of wits once more. Should they reconcile their feelings for one another, they may find themselves within reach of what they have both been longing for so long: true love.

[Written by MAL Rewrite]",,"Comedy, Drama, Romance",A-1 Pictures,https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai
39894,Hibike! Euphonium 3,Sound! Euphonium 3,TV,Novel,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.72,37840,56.0,2425,95896,2086,"With the ensemble contest behind them, the members of the Kitauji High School concert band now aim to win a gold medal at the national competition. For third-year club president Kumiko Oumae and her friends, it is their last chance before graduation. Filled with anticipation and anxiety, Kumiko worries if she can successfully lead the band.

Amid her struggles, Kumiko encounters transfer student Mayu Kuroe. From her gentle demeanor to her talented euphonium skills, Mayu was a member of the Seira Girls' School concert band—a regular at nationals. While Mayu is friendly, Kumiko cannot help but have an indescribable feeling from their meeting.

As new members arrive and plans are set in motion, the club, with an insatiable hunger for a gold medal, learns what it truly takes to propel themselves to reach the national level.

[Written by MAL Rewrite]",2024.0,Drama,Kyoto Animation,https://myanimelist.net/anime/39894/Hibike_Euphonium_3
24701,Mushishi Zoku Shou 2nd Season,Mushi-shi: Next Passage Part 2,TV,Manga,10.0,Finished Airing,False,PG-13 - Teens 13 or older,8.72,115944,54.0,947,291000,1580,"Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.

Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension.

[Written by MAL Rewrite]",2014.0,"Adventure, Mystery, Slice of Life, Supernatural",Artland,https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season
48569,86 Part 2,86 Eighty-Six Part 2,TV,Light novel,12.0,Finished Airing,False,R - 17+ (violence & profanity),8.72,367199,55.0,388,629602,18287,"The disappearance of the Spearhead Squadron beyond the horizon does little to hide the intensity of the Republic of San Magnolia's endless propaganda. Vladilena Milizé continues to operate as ""Handler One,"" the commander of yet another dehumanized 86th faction's squadron in the continuous war against the Legion.

On the Western Front, Shinei Nouzen and his squad are quarantined in a military base controlled by the Federal Republic of Giad, formerly known as the Giadian Empire. The newly-established government grants the saved Eighty-Six full citizenship and freedom. Housed by the president Ernst Zimmerman himself, the group meets his adoptive daughter and the last Empress, Augusta Frederica Adel-Adler.

However, within the calm of this tender society, Shinei and his team feel that their purpose is on the battlefield. Before long, they are once again in the midst of the Legion's onslaught as a part of the Federacy's Nordlicht Squadron, accompanied by Augusta Frederica. But, as history repeats itself, they realize that no matter the side, death and pain on the front lines are the only comfort they know.

[Written by MAL Rewrite]",2021.0,"Drama, Sci-Fi",A-1 Pictures,https://myanimelist.net/anime/48569/86_Part_2
52215,Chi. Chikyuu no Undou ni Tsuite,Orb: On the Movements of the Earth,TV,Manga,25.0,Finished Airing,False,R - 17+ (violence & profanity),8.71,111596,57.0,995,279082,7028,"Twelve-year-old prodigy Rafal believes in living rationally, so as to earn praise and respect from society while not being led astray by his emotions. To this end, he publicly states his intention to study theology—the academic field held in highest regard in early 15th century Poland. However, an encounter with a mysterious man upends Rafal's life, sparking an illogical desire to instead pursue his passion for astronomy.

Rafal is determined to prove the beauty and rationality of heliocentrism—the theory that the Earth revolves around the Sun. This belief is considered heretical by the powerful Church, which promotes geocentrism—the Sun revolving around the Earth—as the sole truth of the universe. Those whose beliefs do not align with the will of the Church suffer unfathomably gruesome consequences.

In pursuit of evidence for a heliocentric model of the universe, Rafal grapples with obtaining precise calculations and building empirical theories. His greatest challenge, however, lies in conducting this research discreetly—lest he wish to meet the same fate as other heretics.

[Written by MAL Rewrite]",2024.0,Drama,Madhouse,https://myanimelist.net/anime/52215/Chi_Chikyuu_no_Undou_ni_Tsuite
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,TV,Original,25.0,Finished Airing,False,R - 17+ (violence & profanity),8.71,1510181,58.0,22,2448711,116405,"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]",2006.0,"Award Winning, Drama, Sci-Fi",Sunrise,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch
50172,Mob Psycho 100 III,Mob Psycho 100 III,TV,Web manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.71,436124,61.0,257,844777,12469,"After foiling a world-threatening plot, Shigeo ""Mob"" Kageyama returns to tackle the more exhausting aspects of his mundane life—starting with filling out his school's nerve-racking career form. Meanwhile, he continues to assist his mentor Arataka Reigen and the office's new recruit, Katsuya Serizawa, in solving paranormal cases of their clients. While continuing his duties, Mob also works on gaining more independence in his esper and human lives, as well as trying to integrate better with the people around him.

However, new supernatural and ordinary challenges test Mob’s emotional stability and force him to confront the realities around him. As he strives to continue forward on the path to maturity, Mob must resolve his emotional crises and reassess the naivety he has held on for so long.

[Written by MAL Rewrite]",2022.0,"Action, Comedy, Supernatural",Bones,https://myanimelist.net/anime/50172/Mob_Psycho_100_III
44074,Shiguang Dailiren,Link Click,ONA,Original,11.0,Finished Airing,False,PG-13 - Teens 13 or older,8.71,186312,59.0,543,472851,14746,"It is said that a picture is worth a thousand words. In this case, it holds an infinite amount of secrets. These are secrets that only Cheng Xiaoshi and Lu Guang are able to find. In a small shop called ""Time Photo Studio,"" the two friends provide a special service: using their extraordinary powers that let them enter photographs, they jump into pictures brought to them by clients in order to grant their wishes. Through the eyes of the photographer, they live through the events surrounding the picture and try to decipher how to solve their client's request.

But every time they jump into a picture, they take a great risk. One wrong move and they could alter the future of the person who took the picture... and possibly countless other events too. So when the events they are forced to live through in these pictures start to become personal, it will take the utmost strength to push their feelings aside and focus on accomplishing the task they were paid to do.

[Written by MAL Rewrite]",,"Drama, Mystery, Suspense",LAN Studio,https://myanimelist.net/anime/44074/Shiguang_Dailiren
51009,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,TV,Manga,23.0,Finished Airing,False,R - 17+ (violence & profanity),8.71,792328,60.0,110,1349022,25893,"The year is 2006, and the halls of Tokyo Prefectural Jujutsu High School echo with the endless bickering and intense debate between two inseparable best friends. Exuding unshakeable confidence, Satoru Gojou and Suguru Getou believe there is no challenge too great for young and powerful Special Grade sorcerers such as themselves. They are tasked with safely delivering a sensible girl named Riko Amanai to the entity whose existence is the very essence of the jujutsu world. However, the mission plunges them into an exhausting swirl of moral conflict that threatens to destroy the already feeble amity between sorcerers and ordinary humans.

Twelve years later, students and sorcerers are the frontline defense against the rising number of high-level curses born from humans' negative emotions. As the entities grow in power, their self-awareness and ambition increase too. The curses unite for the common goal of eradicating humans and creating a world of only cursed energy users, led by a dangerous, ancient cursed spirit. To dispose of their greatest obstacle—the strongest sorcerer, Gojou—they orchestrate an attack at Shibuya Station on Halloween. Dividing into teams, the sorcerers enter the fight prepared to risk everything to protect the innocent and their own kind.

[Written by MAL Rewrite]",2023.0,"Action, Supernatural",MAPPA,https://myanimelist.net/anime/51009/Jujutsu_Kaisen_2nd_Season
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,TV,Manga,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.7,171293,64.0,920,300348,6065,"After an eventful winter break, Kyoutarou Ichikawa and Anna Yamada reunite with a stronger bond. They continue to grow in their own ways, with Yamada taking on more challenging photoshoots and Ichikawa maturing both physically and emotionally as he tackles his affections for Yamada. However, spending time together outside of school allows for their relationship to deepen, and it becomes increasingly difficult to deny their budding romantic feelings.

Grappling with these unexpected and new emotions, Ichikawa and Yamada realize that, with the passage of time, their relationship is bound to change—and they must ultimately decide whether they wish to remain close friends or finally become a couple.

[Written by MAL Rewrite]",2024.0,"Comedy, Romance",Shin-Ei Animation,https://myanimelist.net/anime/55690/Boku_no_Kokoro_no_Yabai_Yatsu_2nd_Season
55016,Idol,,Music,Original,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.7,19027,,4775,27791,336,Music video for the song Idol by Yaosobi. The song was used as the opening theme of the anime [Oshi no Ko].,,,Doga Kobo,https://myanimelist.net/anime/55016/Idol
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Bleach: Thousand-Year Blood War - The Separation,TV,Manga,13.0,Finished Airing,False,R - 17+ (violence & profanity),8.7,227965,63.0,671,402248,5039,"After a brutal surprise attack by the forces of Quincy King Yhwach, the resident Reapers of the Soul Society lick their wounds and mourn their losses. Many of the surviving Soul Reaper captains train to battle without their Bankai, the ultimate technique wielded by the fiercest warriors.

In the previous assault, Ichigo Kurosaki narrowly managed to help fend off Yhwach's fearsome wrath. However, to ultimately defeat his godly adversary and save his allies, Ichigo must now undergo severe training that will push him beyond his physical, emotional, and mental limits.

Though Yhwach already holds the upper hand in this ongoing blood feud, he also successfully recruits Uryuu Ishida, Ichigo's close friend and rival, to be his successor. Yhwach strikes out once again at the weakened Soul Society, intent on finally obliterating his long-standing enemies. As Ichigo struggles to attain new power, the Soul Reaper captains fight for survival and borrowed time.

[Written by MAL Rewrite]",2023.0,"Action, Adventure, Supernatural",Studio Pierrot,https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan
45649,The First Slam Dunk,,Movie,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.7,35408,65.0,2815,75255,1053,"Shohoku's ""speedster"" and point guard, Ryouta Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. Born and raised in Okinawa, Ryouta had a brother who was three years older. Following in the footsteps of his older brother, who was a famous local player from a young age, Ryouta also became addicted to basketball.

In his second year of high school, Ryouta plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.

(Source: GKIDS, edited)",,"Award Winning, Sports","Toei Animation, DandeLion Animation Studio",https://myanimelist.net/anime/45649/The_First_Slam_Dunk
47778,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,Manga,11.0,Finished Airing,False,R - 17+ (violence & profanity),8.7,1100892,62.0,72,1714419,25152,"The devastation of the Mugen Train incident still weighs heavily on the members of the Demon Slayer Corps. Despite being given time to recover, life must go on, as the wicked never sleep: a vicious demon is terrorizing the alluring women of the Yoshiwara Entertainment District. The Sound Hashira, Tengen Uzui, and his three wives are on the case. However, when he soon loses contact with his spouses, Tengen fears the worst and enlists the help of Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira to infiltrate the district's most prominent houses and locate the depraved Upper Rank Demon.

[Written by MAL Rewrite]",2022.0,"Action, Supernatural",ufotable,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen
61517,Kingdom 6th Season,Kingdom Season 6,TV,Manga,13.0,Finished Airing,False,R - 17+ (violence & profanity),8.69,15326,71.0,4243,35778,458,"In ancient China, during the Warring States period, a former servant named Xin rises through the ranks with a dream: to become the greatest general under the heavens. Fighting alongside King Ying Zheng of Qin—who seeks to unify China and end the chaos—Xin leads his own unit, the Fei Xin Force, onto the battlefield.

With power reclaimed from the influential Chancellor Buwei Lü, King Ying Zheng begins laying the groundwork for a new, unified legal state with the support of key allies like strategist Changping Jun and legalist Li Si.

As Qin launches a campaign to seize new territory from the state of Zhao, their advance is halted by the brilliant strategist, Li Mu. In response, Changping Jun devises a bold plan: to bypass Zhao's defenses and strike at the key city of Gyou, near Zhao's capital.

To carry out this risky maneuver, a powerful coalition army is formed—led by the tacticians Ou Sen (Wang Jian), Kan Ki (Huan Yi), and the warrior queen Yo Tan Wa (Yang Duanhe). Joining them are the next generation of Qin commanders: Xin's Fei Xin Force, Mou Ten (Meng Tian)'s Gaku Ka Unit, and Ou Hon (Wang Ben)'s Gyoku Hou Unit, each operating independently.

The fierce battle for Gyou begins, as the future of Qin's unification hangs in the balance.

(Source: MAL News)",2025.0,Action,"Studio Pierrot, Studio Signpost",https://myanimelist.net/anime/61517/Kingdom_6th_Season
58788,Ikoku Nikki,Journal with Witch,TV,Manga,13.0,Currently Airing,True,PG-13 - Teens 13 or older,8.69,10607,70.0,2856,73698,638,"Thirty-five-year-old novelist Makio Koudai never had a good relationship with her older sister Minori, who always berated her for being different. Due to this, Makio is not stricken with grief upon hearing the news that Minori and her husband died in a car crash. But when Makio is asked to identify their bodies, she runs into her 15-year-old niece, Asa Takumi, whom she has not seen in years.

As Asa struggles to process her parents' death, Makio reassures her that her complicated feelings are valid and suggests that the teenager start writing in a diary as a way to cope with the loss. Upon learning that no other relatives wanted to take in Asa, Makio decides to become her guardian despite her lack of experience. In a world full of uncertainty, the novelist and teenager must learn to live with each other while figuring themselves out.

[Written by MAL Rewrite]",2026.0,Drama,Shuka,https://myanimelist.net/anime/58788/Ikoku_Nikki
53447,Tu Bian Yingxiong X,To Be Hero X,ONA,Original,24.0,Finished Airing,False,PG-13 - Teens 13 or older,8.69,103226,68.0,1189,235112,4972,"This is a world where heroes are created by people's trust, and the hero who has received the most trust is known as ""X."" In this world, people's trust can be calculated by data, and these values will be reflected on everyone's wrist. As long as enough trust points are obtained, ordinary people can also have superpowers and become superheroes that save the world. However, the ever-changing trust value makes the hero's path full of unknowns...

(Source: Bilibili, translated)",,Action,"Pb Animation, LAN Studio, Paper Plane Animation Studio, B.COOL STUDIO",https://myanimelist.net/anime/53447/Tu_Bian_Yingxiong_X
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.69,69579,67.0,1373,201093,3239,"Even after having risen to the utmost rank of shin'uchi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.

Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.

In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.

[Written by MAL Rewrite]",2017.0,Drama,Studio Deen,https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen
33352,Violet Evergarden,Violet Evergarden,TV,Light novel,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.69,1080658,69.0,46,1976744,68588,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.

[Written by MAL Rewrite]",2018.0,Drama,Kyoto Animation,https://myanimelist.net/anime/33352/Violet_Evergarden
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,OVA,Manga,4.0,Finished Airing,False,R - 17+ (violence & profanity),8.69,143969,66.0,945,291401,6447,"When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.

Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions.

[Written by MAL Rewrite]",,"Action, Drama, Romance",Studio Deen,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen
